year age sex race q
1950 95 m total 0.30394
1950 96 m total 0.32097
1950 97 m total 0.33807
1950 98 m total 0.35537
1950 99 m total 0.37301
1950 100 m total 0.39079
1950 101 m total 0.40852
1950 102 m total 0.426
1950 103 m total 0.44319
1950 104 m total 0.46021
1950 105 m total 0.47714
1950 106 m total 0.49405
1950 107 m total 0.511
1950 108 m total 0.5281
1950 109 m total 0.5452
1950 0-1d f total 0.00873
1950 1-7d f total 0.00647
1950 7-28d f total 0.00253
1950 0 f total 0.02594
1950 1 f total 0.00215
1950 2 f total 0.00125
1950 3 f total 0.00096
1950 4 f total 0.00076
1950 5 f total 0.00066
1950 6 f total 0.00058
1950 7 f total 0.00051
1950 8 f total 0.00046
1950 9 f total 0.00043
1950 10 f total 0.00042
1950 11 f total 0.00042
1950 12 f total 0.00044
1950 13 f total 0.00048
1950 14 f total 0.00054
1950 15 f total 0.00062
1950 16 f total 7e-04
1950 17 f total 0.00077
1950 18 f total 0.00082
1950 19 f total 0.00087
1950 20 f total 0.00092
1950 21 f total 0.00097
1950 22 f total 0.00101
1950 23 f total 0.00105
1950 24 f total 0.00109
1950 25 f total 0.00113
1950 26 f total 0.00117
1950 27 f total 0.00123
1950 28 f total 0.0013
1950 29 f total 0.00137
1950 30 f total 0.00145
1950 31 f total 0.00155
1950 32 f total 0.00165
1950 33 f total 0.00177
1950 34 f total 0.00188
1950 35 f total 0.00202
1950 36 f total 0.00216
1950 37 f total 0.00234
1950 38 f total 0.00253
1950 39 f total 0.00274
1950 40 f total 0.00297
1950 41 f total 0.00323
1950 42 f total 0.00351
1950 43 f total 0.00381
1950 44 f total 0.00414
1950 45 f total 0.00449
1950 46 f total 0.00487
1950 47 f total 0.00527
1950 48 f total 0.00569
1950 49 f total 0.00612
1950 50 f total 0.00658
1950 51 f total 0.00708
1950 52 f total 0.00766
1950 53 f total 0.00828
1950 54 f total 0.00895
1950 55 f total 0.00967
1950 56 f total 0.01048
1950 57 f total 0.01138
1950 58 f total 0.01238
1950 59 f total 0.01345
1950 60 f total 0.01462
1950 61 f total 0.01589
1950 62 f total 0.01728
1950 63 f total 0.01871
1950 64 f total 0.02016
1950 65 f total 0.02176
1950 66 f total 0.02364
1950 67 f total 0.02592
1950 68 f total 0.02858
1950 69 f total 0.03155
1950 70 f total 0.03484
1950 71 f total 0.03848
1950 72 f total 0.04251
1950 73 f total 0.04687
1950 74 f total 0.05153
1950 75 f total 0.05659
1950 76 f total 0.06213
1950 77 f total 0.06824
1950 78 f total 0.07488
1950 79 f total 0.082
1950 80 f total 0.08964
1950 81 f total 0.09788
1950 82 f total 0.10678
1950 83 f total 0.11624
1950 84 f total 0.12621
1950 85 f total 0.13685
1950 86 f total 0.1483
1950 87 f total 0.16069
1950 88 f total 0.17409
1950 89 f total 0.18839
1950 90 f total 0.20352
1950 91 f total 0.2194
1950 92 f total 0.23595
1950 93 f total 0.25342
1950 94 f total 0.27185
1950 95 f total 0.29089
1950 96 f total 0.31017
1950 97 f total 0.32935
1950 98 f total 0.34866
1950 99 f total 0.36834
1950 100 f total 0.38802
1950 101 f total 0.40736
1950 102 f total 0.426
1950 103 f total 0.44375
1950 104 f total 0.46084
1950 105 f total 0.47756
1950 106 f total 0.49419
1950 107 f total 0.511
1950 108 f total 0.5281
1950 109 f total 0.54529
1950 0-1d m white 0.01101
1950 1-7d m white 0.00875
1950 7-28d m white 0.00274
1950 0 m white 0.03069
1950 1 m white 0.00211
1950 2 m white 0.00139
1950 3 m white 0.00106
1950 4 m white 9e-04
1950 5 m white 0.00081
1950 6 m white 0.00075
1950 7 m white 0.00068
1950 8 m white 0.00063
1950 9 m white 6e-04
1950 10 m white 6e-04
1950 11 m white 0.00062
1950 12 m white 0.00067
1950 13 m white 0.00076
1950 14 m white 9e-04
1950 15 m white 0.00104
1950 16 m white 0.0012
1950 17 m white 0.00132
1950 18 m white 0.00144
1950 19 m white 0.00153
1950 20 m white 0.00162
1950 21 m white 0.0017
1950 22 m white 0.00174
1950 23 m white 0.00175
1950 24 m white 0.00174
1950 25 m white 0.00171
1950 26 m white 0.00168
1950 27 m white 0.00169
1950 28 m white 0.00173
1950 29 m white 0.00176
1950 30 m white 0.00182
1950 31 m white 0.0019
1950 32 m white 0.00201
1950 33 m white 0.00215
1950 34 m white 0.00229
1950 35 m white 0.00249
1950 36 m white 0.00269
1950 37 m white 0.00294
1950 38 m white 0.00322
1950 39 m white 0.00355
1950 40 m white 0.00392
1950 41 m white 0.00432
1950 42 m white 0.00477
1950 43 m white 0.00526
1950 44 m white 0.00579
1950 45 m white 0.00638
1950 46 m white 0.007
1950 47 m white 0.00771
1950 48 m white 0.00847
1950 49 m white 0.00925
1950 50 m white 0.01012
1950 51 m white 0.01107
1950 52 m white 0.01211
1950 53 m white 0.01328
1950 54 m white 0.01453
1950 55 m white 0.01588
1950 56 m white 0.01731
1950 57 m white 0.01882
1950 58 m white 0.02041
1950 59 m white 0.02207
1950 60 m white 0.02381
1950 61 m white 0.02569
1950 62 m white 0.02772
1950 63 m white 0.02985
1950 64 m white 0.03207
1950 65 m white 0.03445
1950 66 m white 0.03706
1950 67 m white 0.04
1950 68 m white 0.0432
1950 69 m white 0.04662
1950 70 m white 0.05028
1950 71 m white 0.05434
1950 72 m white 0.05886
1950 73 m white 0.06385
1950 74 m white 0.0692
1950 75 m white 0.07501
1950 76 m white 0.0812
1950 77 m white 0.08788
1950 78 m white 0.09489
1950 79 m white 0.10211
1950 80 m white 0.10994
1950 81 m white 0.11851
1950 82 m white 0.12801
1950 83 m white 0.13877
1950 84 m white 0.15052
1950 85 m white 0.16305
1950 86 m white 0.17591
1950 87 m white 0.18897
1950 88 m white 0.20205
1950 89 m white 0.21518
1950 90 m white 0.22903
1950 91 m white 0.24284
1950 92 m white 0.25763
1950 93 m white 0.27303
1950 94 m white 0.28959
1950 95 m white 0.30553
1950 96 m white 0.32227
1950 97 m white 0.33911
1950 98 m white 0.35617
1950 99 m white 0.37357
1950 100 m white 0.39112
1950 101 m white 0.40866
1950 102 m white 0.426
1950 103 m white 0.44312
1950 104 m white 0.46014
1950 105 m white 0.47709
1950 106 m white 0.49403
1950 107 m white 0.511
1950 108 m white 0.5281
1950 109 m white 0.5452
1950 0-1d f white 0.00832
1950 1-7d f white 0.00613
1950 7-28d f white 0.00219
1950 0 f white 0.02355
1950 1 f white 0.00189
1950 2 f white 0.00112
1950 3 f white 0.00087
1950 4 f white 0.00069
1950 5 f white 0.00061
1950 6 f white 0.00054
1950 7 f white 0.00047
1950 8 f white 0.00044
1950 9 f white 4e-04
1950 10 f white 4e-04
1950 11 f white 0.00039
1950 12 f white 4e-04
1950 13 f white 0.00043
1950 14 f white 0.00048
1950 15 f white 0.00054
1950 16 f white 0.00059
1950 17 f white 0.00063
1950 18 f white 0.00067
1950 19 f white 0.00069
1950 20 f white 0.00074
1950 21 f white 0.00076
1950 22 f white 8e-04
1950 23 f white 0.00082
1950 24 f white 0.00085
1950 25 f white 0.00088
1950 26 f white 0.00092
1950 27 f white 0.00097
1950 28 f white 0.00101
1950 29 f white 0.00109
1950 30 f white 0.00114
1950 31 f white 0.00123
1950 32 f white 0.00131
1950 33 f white 0.00141
1950 34 f white 0.0015
1950 35 f white 0.00161
1950 36 f white 0.00173
1950 37 f white 0.00188
1950 38 f white 0.00204
1950 39 f white 0.00222
1950 40 f white 0.00241
1950 41 f white 0.00264
1950 42 f white 0.00287
1950 43 f white 0.00313
1950 44 f white 0.00343
1950 45 f white 0.00372
1950 46 f white 0.00407
1950 47 f white 0.00441
1950 48 f white 0.0048
1950 49 f white 0.00519
1950 50 f white 0.00561
1950 51 f white 0.00608
1950 52 f white 0.00663
1950 53 f white 0.00721
1950 54 f white 0.00784
1950 55 f white 0.00854
1950 56 f white 0.0093
1950 57 f white 0.01019
1950 58 f white 0.01117
1950 59 f white 0.01224
1950 60 f white 0.0134
1950 61 f white 0.01468
1950 62 f white 0.01608
1950 63 f white 0.01751
1950 64 f white 0.019
1950 65 f white 0.02063
1950 66 f white 0.02254
1950 67 f white 0.0249
1950 68 f white 0.02764
1950 69 f white 0.03068
1950 70 f white 0.0341
1950 71 f white 0.03786
1950 72 f white 0.04203
1950 73 f white 0.0465
1950 74 f white 0.05129
1950 75 f white 0.05651
1950 76 f white 0.06221
1950 77 f white 0.0685
1950 78 f white 0.07537
1950 79 f white 0.08269
1950 80 f white 0.09062
1950 81 f white 0.0991
1950 82 f white 0.1083
1950 83 f white 0.11815
1950 84 f white 0.12855
1950 85 f white 0.13969
1950 86 f white 0.15142
1950 87 f white 0.16407
1950 88 f white 0.17746
1950 89 f white 0.19168
1950 90 f white 0.20653
1950 91 f white 0.22232
1950 92 f white 0.23835
1950 93 f white 0.25571
1950 94 f white 0.27393
1950 95 f white 0.29261
1950 96 f white 0.31159
1950 97 f white 0.3305
1950 98 f white 0.34954
1950 99 f white 0.36895
1950 100 f white 0.38839
1950 101 f white 0.40752
1950 102 f white 0.426
1950 103 f white 0.44367
1950 104 f white 0.46076
1950 105 f white 0.4775
1950 106 f white 0.49417
1950 107 f white 0.511
1950 108 f white 0.5281
1950 109 f white 0.54529
1950 0-1d m nonwhite 0.01449
1950 1-7d m nonwhite 0.01154
1950 7-28d m nonwhite 0.0057
1950 0 m nonwhite 0.05089
1950 1 m nonwhite 0.00466
1950 2 m nonwhite 0.0026
1950 3 m nonwhite 0.00176
1950 4 m nonwhite 0.00144
1950 5 m nonwhite 0.00124
1950 6 m nonwhite 0.00106
1950 7 m nonwhite 0.00096
1950 8 m nonwhite 0.00087
1950 9 m nonwhite 0.00083
1950 10 m nonwhite 0.00084
1950 11 m nonwhite 0.00089
1950 12 m nonwhite 0.00099
1950 13 m nonwhite 0.00115
1950 14 m nonwhite 0.00137
1950 15 m nonwhite 0.00164
1950 16 m nonwhite 0.00192
1950 17 m nonwhite 0.0022
1950 18 m nonwhite 0.00249
1950 19 m nonwhite 0.00282
1950 20 m nonwhite 0.00314
1950 21 m nonwhite 0.00344
1950 22 m nonwhite 0.00369
1950 23 m nonwhite 0.00387
1950 24 m nonwhite 0.00399
1950 25 m nonwhite 0.00409
1950 26 m nonwhite 0.0042
1950 27 m nonwhite 0.00435
1950 28 m nonwhite 0.00452
1950 29 m nonwhite 0.00471
1950 30 m nonwhite 0.00492
1950 31 m nonwhite 0.00515
1950 32 m nonwhite 0.00543
1950 33 m nonwhite 0.00574
1950 34 m nonwhite 0.00608
1950 35 m nonwhite 0.00646
1950 36 m nonwhite 0.00687
1950 37 m nonwhite 0.00732
1950 38 m nonwhite 0.00778
1950 39 m nonwhite 0.00826
1950 40 m nonwhite 0.00879
1950 41 m nonwhite 0.0094
1950 42 m nonwhite 0.01011
1950 43 m nonwhite 0.01093
1950 44 m nonwhite 0.01185
1950 45 m nonwhite 0.01285
1950 46 m nonwhite 0.01394
1950 47 m nonwhite 0.0151
1950 48 m nonwhite 0.01635
1950 49 m nonwhite 0.01768
1950 50 m nonwhite 0.01909
1950 51 m nonwhite 0.02058
1950 52 m nonwhite 0.02217
1950 53 m nonwhite 0.02388
1950 54 m nonwhite 0.02571
1950 55 m nonwhite 0.02762
1950 56 m nonwhite 0.02953
1950 57 m nonwhite 0.03139
1950 58 m nonwhite 0.0332
1950 59 m nonwhite 0.03498
1950 60 m nonwhite 0.03676
1950 61 m nonwhite 0.03855
1950 62 m nonwhite 0.04036
1950 63 m nonwhite 0.04216
1950 64 m nonwhite 0.04394
1950 65 m nonwhite 0.04576
1950 66 m nonwhite 0.04765
1950 67 m nonwhite 0.04967
1950 68 m nonwhite 0.05178
1950 69 m nonwhite 0.05393
1950 70 m nonwhite 0.0562
1950 71 m nonwhite 0.05867
1950 72 m nonwhite 0.0614
1950 73 m nonwhite 0.06441
1950 74 m nonwhite 0.06764
1950 75 m nonwhite 0.07108
1950 76 m nonwhite 0.07474
1950 77 m nonwhite 0.07862
1950 78 m nonwhite 0.08256
1950 79 m nonwhite 0.08657
1950 80 m nonwhite 0.09086
1950 81 m nonwhite 0.09566
1950 82 m nonwhite 0.10117
1950 83 m nonwhite 0.10692
1950 84 m nonwhite 0.11278
1950 85 m nonwhite 0.11944
1950 86 m nonwhite 0.12761
1950 87 m nonwhite 0.138
1950 88 m nonwhite 0.15093
1950 89 m nonwhite 0.16595
1950 90 m nonwhite 0.18255
1950 91 m nonwhite 0.20022
1950 92 m nonwhite 0.21845
1950 93 m nonwhite 0.23758
1950 94 m nonwhite 0.25796
1950 95 m nonwhite 0.27907
1950 96 m nonwhite 0.3004
1950 97 m nonwhite 0.32147
1950 98 m nonwhite 0.34259
1950 99 m nonwhite 0.36411
1950 100 m nonwhite 0.38552
1950 101 m nonwhite 0.40632
1950 102 m nonwhite 0.426
1950 103 m nonwhite 0.44425
1950 104 m nonwhite 0.46141
1950 105 m nonwhite 0.47794
1950 106 m nonwhite 0.49431
1950 107 m nonwhite 0.511
1950 108 m nonwhite 0.5281
1950 109 m nonwhite 0.54529
1950 0-1d f nonwhite 0.01123
1950 1-7d f nonwhite 0.00863
1950 7-28d f nonwhite 0.00465
1950 0 f nonwhite 0.04087
1950 1 f nonwhite 0.00388
1950 2 f nonwhite 0.00215
1950 3 f nonwhite 0.00166
1950 4 f nonwhite 0.00127
1950 5 f nonwhite 0.00107
1950 6 f nonwhite 9e-04
1950 7 f nonwhite 0.00076
1950 8 f nonwhite 0.00065
1950 9 f nonwhite 0.00058
1950 10 f nonwhite 0.00055
1950 11 f nonwhite 0.00057
1950 12 f nonwhite 0.00064
1950 13 f nonwhite 0.00079
1950 14 f nonwhite 0.001
1950 15 f nonwhite 0.00125
1950 16 f nonwhite 0.0015
1950 17 f nonwhite 0.00173
1950 18 f nonwhite 0.00192
1950 19 f nonwhite 0.0021
1950 20 f nonwhite 0.00227
1950 21 f nonwhite 0.00244
1950 22 f nonwhite 0.00261
1950 23 f nonwhite 0.00276
1950 24 f nonwhite 0.0029
1950 25 f nonwhite 0.00303
1950 26 f nonwhite 0.00318
1950 27 f nonwhite 0.00334
1950 28 f nonwhite 0.00352
1950 29 f nonwhite 0.0037
1950 30 f nonwhite 0.0039
1950 31 f nonwhite 0.00413
1950 32 f nonwhite 0.00439
1950 33 f nonwhite 0.0047
1950 34 f nonwhite 0.00504
1950 35 f nonwhite 0.00542
1950 36 f nonwhite 0.00582
1950 37 f nonwhite 0.00626
1950 38 f nonwhite 0.00671
1950 39 f nonwhite 0.00719
1950 40 f nonwhite 0.0077
1950 41 f nonwhite 0.00826
1950 42 f nonwhite 0.0089
1950 43 f nonwhite 0.00962
1950 44 f nonwhite 0.01042
1950 45 f nonwhite 0.01127
1950 46 f nonwhite 0.01216
1950 47 f nonwhite 0.01308
1950 48 f nonwhite 0.01402
1950 49 f nonwhite 0.01498
1950 50 f nonwhite 0.01599
1950 51 f nonwhite 0.01707
1950 52 f nonwhite 0.01824
1950 53 f nonwhite 0.01953
1950 54 f nonwhite 0.02093
1950 55 f nonwhite 0.02239
1950 56 f nonwhite 0.02387
1950 57 f nonwhite 0.02532
1950 58 f nonwhite 0.02673
1950 59 f nonwhite 0.02813
1950 60 f nonwhite 0.02954
1950 61 f nonwhite 0.03098
1950 62 f nonwhite 0.03245
1950 63 f nonwhite 0.03396
1950 64 f nonwhite 0.03548
1950 65 f nonwhite 0.03704
1950 66 f nonwhite 0.03865
1950 67 f nonwhite 0.04033
1950 68 f nonwhite 0.04203
1950 69 f nonwhite 0.04373
1950 70 f nonwhite 0.04553
1950 71 f nonwhite 0.04748
1950 72 f nonwhite 0.04969
1950 73 f nonwhite 0.05216
1950 74 f nonwhite 0.05486
1950 75 f nonwhite 0.05773
1950 76 f nonwhite 0.06074
1950 77 f nonwhite 0.06385
1950 78 f nonwhite 0.06692
1950 79 f nonwhite 0.07001
1950 80 f nonwhite 0.07327
1950 81 f nonwhite 0.07689
1950 82 f nonwhite 0.08102
1950 83 f nonwhite 0.0849
1950 84 f nonwhite 0.0884
1950 85 f nonwhite 0.0927
1950 86 f nonwhite 0.09898
1950 87 f nonwhite 0.1084
1950 88 f nonwhite 0.12145
1950 89 f nonwhite 0.13734
1950 90 f nonwhite 0.15535
1950 91 f nonwhite 0.17477
1950 92 f nonwhite 0.19489
1950 93 f nonwhite 0.21619
1950 94 f nonwhite 0.23913
1950 95 f nonwhite 0.263
1950 96 f nonwhite 0.2871
1950 97 f nonwhite 0.3107
1950 98 f nonwhite 0.33427
1950 99 f nonwhite 0.35831
1950 100 f nonwhite 0.38208
1950 101 f nonwhite 0.40489
1950 102 f nonwhite 0.426
1950 103 f nonwhite 0.44494
1950 104 f nonwhite 0.46218
1950 105 f nonwhite 0.47845
1950 106 f nonwhite 0.49448
1950 107 f nonwhite 0.511
1950 108 f nonwhite 0.5281
1950 109 f nonwhite 0.54529
1960 0-1d m total 0.01157
1960 1-7d m total 0.00752
1960 7-28d m total 0.00229
1960 0 m total 0.02913
1960 1 m total 0.00181
1960 2 m total 0.00115
1960 3 m total 0.00088
1960 4 m total 0.00074
1960 5 m total 0.00066
1960 6 m total 6e-04
1960 7 m total 0.00055
1960 8 m total 0.00051
1960 9 m total 0.00047
1960 10 m total 0.00044
1960 11 m total 0.00044
1960 12 m total 5e-04
1960 13 m total 0.00062
1960 14 m total 0.00078
1960 15 m total 0.00097
1960 16 m total 0.00114
1960 17 m total 0.00131
1960 18 m total 0.00145
1960 19 m total 0.00156
1960 20 m total 0.00169
1960 21 m total 0.0018
1960 22 m total 0.00187
1960 23 m total 0.00187
1960 24 m total 0.00181
1960 25 m total 0.00175
1960 26 m total 0.00169
1960 27 m total 0.00167
1960 28 m total 0.00169
1960 29 m total 0.00174
1960 30 m total 0.00181
1960 31 m total 0.00189
1960 32 m total 0.00199
1960 33 m total 0.0021
1960 34 m total 0.00224
1960 35 m total 0.0024
1960 36 m total 0.00259
1960 37 m total 0.00281
1960 38 m total 0.00308
1960 39 m total 0.00338
1960 40 m total 0.00373
1960 41 m total 0.00412
1960 42 m total 0.00455
1960 43 m total 0.00501
1960 44 m total 0.00551
1960 45 m total 0.00605
1960 46 m total 0.00665
1960 47 m total 0.00735
1960 48 m total 0.00818
1960 49 m total 0.00911
1960 50 m total 0.01014
1960 51 m total 0.0112
1960 52 m total 0.01228
1960 53 m total 0.01333
1960 54 m total 0.0144
1960 55 m total 0.01549
1960 56 m total 0.0167
1960 57 m total 0.01809
1960 58 m total 0.01971
1960 59 m total 0.02154
1960 60 m total 0.0235
1960 61 m total 0.02554
1960 62 m total 0.02769
1960 63 m total 0.02992
1960 64 m total 0.03226
1960 65 m total 0.03474
1960 66 m total 0.03739
1960 67 m total 0.04017
1960 68 m total 0.04307
1960 69 m total 0.04612
1960 70 m total 0.04936
1960 71 m total 0.05285
1960 72 m total 0.05665
1960 73 m total 0.06083
1960 74 m total 0.06541
1960 75 m total 0.07035
1960 76 m total 0.07571
1960 77 m total 0.08176
1960 78 m total 0.0887
1960 79 m total 0.09661
1960 80 m total 0.10598
1960 81 m total 0.11654
1960 82 m total 0.12732
1960 83 m total 0.13728
1960 84 m total 0.14623
1960 85 m total 0.15768
1960 86 m total 0.17002
1960 87 m total 0.18343
1960 88 m total 0.19868
1960 89 m total 0.21564
1960 90 m total 0.2332
1960 91 m total 0.25056
1960 92 m total 0.26792
1960 93 m total 0.28481
1960 94 m total 0.3005
1960 95 m total 0.31416
1960 96 m total 0.32915
1960 97 m total 0.3445
1960 98 m total 0.36018
1960 99 m total 0.37616
1960 100 m total 0.39242
1960 101 m total 0.40891
1960 102 m total 0.42562
1960 103 m total 0.4425
1960 104 m total 0.45951
1960 105 m total 0.47662
1960 106 m total 0.49378
1960 107 m total 0.51095
1960 108 m total 0.5281
1960 109 m total 0.54519
1960 0-1d f total 0.00898
1960 1-7d f total 0.00538
1960 7-28d f total 0.00183
1960 0 f total 0.02256
1960 1 f total 0.00158
1960 2 f total 0.00093
1960 3 f total 0.00071
1960 4 f total 6e-04
1960 5 f total 0.00052
1960 6 f total 0.00045
1960 7 f total 0.00039
1960 8 f total 0.00035
1960 9 f total 0.00032
1960 10 f total 3e-04
1960 11 f total 0.00029
1960 12 f total 3e-04
1960 13 f total 0.00034
1960 14 f total 0.00038
1960 15 f total 0.00044
1960 16 f total 5e-04
1960 17 f total 0.00055
1960 18 f total 0.00059
1960 19 f total 0.00061
1960 20 f total 0.00064
1960 21 f total 0.00067
1960 22 f total 7e-04
1960 23 f total 0.00073
1960 24 f total 0.00076
1960 25 f total 0.00079
1960 26 f total 0.00082
1960 27 f total 0.00087
1960 28 f total 0.00092
1960 29 f total 0.00098
1960 30 f total 0.00106
1960 31 f total 0.00114
1960 32 f total 0.00122
1960 33 f total 0.00131
1960 34 f total 0.0014
1960 35 f total 0.00151
1960 36 f total 0.00163
1960 37 f total 0.00177
1960 38 f total 0.00192
1960 39 f total 0.0021
1960 40 f total 0.0023
1960 41 f total 0.00251
1960 42 f total 0.00274
1960 43 f total 0.00298
1960 44 f total 0.00324
1960 45 f total 0.00351
1960 46 f total 0.00381
1960 47 f total 0.00415
1960 48 f total 0.00453
1960 49 f total 0.00495
1960 50 f total 0.00541
1960 51 f total 0.0059
1960 52 f total 0.00639
1960 53 f total 0.00686
1960 54 f total 0.00733
1960 55 f total 0.00783
1960 56 f total 0.00841
1960 57 f total 0.00911
1960 58 f total 0.00997
1960 59 f total 0.01097
1960 60 f total 0.01209
1960 61 f total 0.01327
1960 62 f total 0.01451
1960 63 f total 0.01578
1960 64 f total 0.01711
1960 65 f total 0.01854
1960 66 f total 0.02014
1960 67 f total 0.02199
1960 68 f total 0.02415
1960 69 f total 0.02661
1960 70 f total 0.02929
1960 71 f total 0.03219
1960 72 f total 0.03546
1960 73 f total 0.03914
1960 74 f total 0.04327
1960 75 f total 0.04767
1960 76 f total 0.05246
1960 77 f total 0.05804
1960 78 f total 0.06469
1960 79 f total 0.0724
1960 80 f total 0.08144
1960 81 f total 0.09143
1960 82 f total 0.10154
1960 83 f total 0.11096
1960 84 f total 0.11975
1960 85 f total 0.13423
1960 86 f total 0.15009
1960 87 f total 0.16689
1960 88 f total 0.18478
1960 89 f total 0.20364
1960 90 f total 0.22329
1960 91 f total 0.24327
1960 92 f total 0.26302
1960 93 f total 0.28181
1960 94 f total 0.29903
1960 95 f total 0.31416
1960 96 f total 0.32915
1960 97 f total 0.3445
1960 98 f total 0.36018
1960 99 f total 0.37616
1960 100 f total 0.39242
1960 101 f total 0.40891
1960 102 f total 0.42562
1960 103 f total 0.4425
1960 104 f total 0.45951
1960 105 f total 0.47662
1960 106 f total 0.49378
1960 107 f total 0.51095
1960 108 f total 0.5281
1960 109 f total 0.54519
1960 0-1d m white 0.01079
1960 1-7d m white 0.00709
1960 7-28d m white 0.00191
1960 0 m white 0.02592
1960 1 m white 0.00153
1960 2 m white 0.00101
1960 3 m white 0.00081
1960 4 m white 0.00069
1960 5 m white 0.00062
1960 6 m white 0.00057
1960 7 m white 0.00053
1960 8 m white 0.00049
1960 9 m white 0.00045
1960 10 m white 0.00042
1960 11 m white 0.00042
1960 12 m white 0.00047
1960 13 m white 0.00059
1960 14 m white 0.00075
1960 15 m white 0.00093
1960 16 m white 0.00111
1960 17 m white 0.00126
1960 18 m white 0.00139
1960 19 m white 0.00149
1960 20 m white 0.00159
1960 21 m white 0.00169
1960 22 m white 0.00174
1960 23 m white 0.00172
1960 24 m white 0.00165
1960 25 m white 0.00156
1960 26 m white 0.00149
1960 27 m white 0.00145
1960 28 m white 0.00145
1960 29 m white 0.00149
1960 30 m white 0.00156
1960 31 m white 0.00163
1960 32 m white 0.00171
1960 33 m white 0.00181
1960 34 m white 0.00193
1960 35 m white 0.00207
1960 36 m white 0.00225
1960 37 m white 0.00246
1960 38 m white 0.0027
1960 39 m white 0.00299
1960 40 m white 0.00332
1960 41 m white 0.00368
1960 42 m white 0.00409
1960 43 m white 0.00454
1960 44 m white 0.00504
1960 45 m white 0.00558
1960 46 m white 0.00617
1960 47 m white 0.00686
1960 48 m white 0.00766
1960 49 m white 0.00856
1960 50 m white 0.00955
1960 51 m white 0.01058
1960 52 m white 0.01162
1960 53 m white 0.01264
1960 54 m white 0.01368
1960 55 m white 0.01475
1960 56 m white 0.01593
1960 57 m white 0.0173
1960 58 m white 0.01891
1960 59 m white 0.02074
1960 60 m white 0.02271
1960 61 m white 0.02476
1960 62 m white 0.0269
1960 63 m white 0.02912
1960 64 m white 0.03143
1960 65 m white 0.03389
1960 66 m white 0.03652
1960 67 m white 0.0393
1960 68 m white 0.04225
1960 69 m white 0.04538
1960 70 m white 0.04871
1960 71 m white 0.0523
1960 72 m white 0.05623
1960 73 m white 0.0606
1960 74 m white 0.06542
1960 75 m white 0.07066
1960 76 m white 0.07636
1960 77 m white 0.08271
1960 78 m white 0.08986
1960 79 m white 0.09788
1960 80 m white 0.10732
1960 81 m white 0.11799
1960 82 m white 0.12895
1960 83 m white 0.1392
1960 84 m white 0.14861
1960 85 m white 0.16039
1960 86 m white 0.17303
1960 87 m white 0.18665
1960 88 m white 0.20194
1960 89 m white 0.21877
1960 90 m white 0.23601
1960 91 m white 0.25289
1960 92 m white 0.26973
1960 93 m white 0.28612
1960 94 m white 0.30128
1960 95 m white 0.31416
1960 96 m white 0.32915
1960 97 m white 0.3445
1960 98 m white 0.36018
1960 99 m white 0.37616
1960 100 m white 0.39242
1960 101 m white 0.40891
1960 102 m white 0.42562
1960 103 m white 0.4425
1960 104 m white 0.45951
1960 105 m white 0.47662
1960 106 m white 0.49378
1960 107 m white 0.51095
1960 108 m white 0.5281
1960 109 m white 0.54519
1960 0-1d f white 0.00828
1960 1-7d f white 0.00499
1960 7-28d f white 0.00146
1960 0 f white 0.01964
1960 1 f white 0.00135
1960 2 f white 0.00081
1960 3 f white 0.00063
1960 4 f white 0.00055
1960 5 f white 0.00047
1960 6 f white 0.00041
1960 7 f white 0.00037
1960 8 f white 0.00033
1960 9 f white 3e-04
1960 10 f white 0.00028
1960 11 f white 0.00028
1960 12 f white 0.00029
1960 13 f white 0.00032
1960 14 f white 0.00036
1960 15 f white 0.00041
1960 16 f white 0.00047
1960 17 f white 0.00051
1960 18 f white 0.00054
1960 19 f white 0.00055
1960 20 f white 0.00056
1960 21 f white 0.00058
1960 22 f white 6e-04
1960 23 f white 0.00062
1960 24 f white 0.00063
1960 25 f white 0.00065
1960 26 f white 0.00068
1960 27 f white 0.00071
1960 28 f white 0.00074
1960 29 f white 0.00079
1960 30 f white 0.00085
1960 31 f white 0.00091
1960 32 f white 0.00097
1960 33 f white 0.00105
1960 34 f white 0.00113
1960 35 f white 0.00122
1960 36 f white 0.00133
1960 37 f white 0.00145
1960 38 f white 0.00158
1960 39 f white 0.00174
1960 40 f white 0.0019
1960 41 f white 0.00209
1960 42 f white 0.00229
1960 43 f white 0.00252
1960 44 f white 0.00276
1960 45 f white 0.00303
1960 46 f white 0.00331
1960 47 f white 0.00362
1960 48 f white 0.00396
1960 49 f white 0.00432
1960 50 f white 0.00473
1960 51 f white 0.00517
1960 52 f white 0.0056
1960 53 f white 0.00601
1960 54 f white 0.00642
1960 55 f white 0.00687
1960 56 f white 0.0074
1960 57 f white 0.00805
1960 58 f white 0.00886
1960 59 f white 0.00981
1960 60 f white 0.01088
1960 61 f white 0.01203
1960 62 f white 0.01325
1960 63 f white 0.01454
1960 64 f white 0.01592
1960 65 f white 0.01742
1960 66 f white 0.01909
1960 67 f white 0.021
1960 68 f white 0.02319
1960 69 f white 0.02567
1960 70 f white 0.02836
1960 71 f white 0.03129
1960 72 f white 0.03462
1960 73 f white 0.03845
1960 74 f white 0.04278
1960 75 f white 0.04742
1960 76 f white 0.05245
1960 77 f white 0.05827
1960 78 f white 0.06509
1960 79 f white 0.07294
1960 80 f white 0.08213
1960 81 f white 0.09231
